REPLICATE,LEFT_MODEL,RIGHT_MODEL,MCC_DELTA
11,stable_synergy_path_10q,current_order_10q,0.023482709229886156
11,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.08857215889381109
11,max_synergy_path_20q_complementary,current_order_20q_complementary,0.0
11,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,0.004070891709144542
11,stable_synergy_path_20q_complementary,current_order_20q_complementary,-0.009001352843672927
11,max_synergy_path_10q,quantum_iqp_zz_linear,8.167525622959637e-05
11,stable_synergy_path_10q,quantum_iqp_zz_linear,0.023482709229886156
11,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.09225753271132758
11,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.03650571479202397
11,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.00038551789162805106
11,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.02750436194835104
11,max_synergy_path_10q,rbf_matched,0.004059092323994873
11,stable_synergy_path_10q,rbf_matched,0.027460126297651433
11,max_synergy_path_20q_duplicate,rbf_matched,-0.0882801156435623
11,max_synergy_path_20q_complementary,rbf_matched,0.040483131859789245
11,stable_synergy_path_20q_duplicate,rbf_matched,0.0043629349593933275
11,stable_synergy_path_20q_complementary,rbf_matched,0.03148177901611632
11,max_synergy_path_10q,random_forest,-0.03222123312650477
11,stable_synergy_path_10q,random_forest,-0.008820199152848207
11,max_synergy_path_20q_duplicate,random_forest,-0.12456044109406195
11,max_synergy_path_20q_complementary,random_forest,0.004202806409289606
11,stable_synergy_path_20q_duplicate,random_forest,-0.03191739049110631
11,stable_synergy_path_20q_complementary,random_forest,-0.004798546434383322
12,max_synergy_path_10q,current_order_10q,-0.010376977515360597
12,stable_synergy_path_10q,current_order_10q,0.010684898882986182
12,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.07221834171033747
